카테고리,공고제목,본문,첨부파일
대출상품 조회,울산광역시 남구 소상공인 경영안정자금,기본정보 금융상품명 울산광역시 남구 소상공인 경영안정자금 금리(%) - 최대한도(만원) 5000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급은행(7개) 대출기간(년) 2 상품요건 용도 운영·시설 상환방법 일시상환 대출한도(만원) 5000 총대출기간(년) 2(거치2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울산광역시 남구 소상공인 경영안정자금을 추천받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 취급은행(7개) 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 0.9% (2년간 보증료 일괄징수)(비율 100%) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 자금소진시까지 목록,
대출상품 조회,울산광역시 북구 소상공인 경영안정자금,기본정보 금융상품명 울산광역시 북구 소상공인 경영안정자금 금리(%) - 최대한도(만원) 6000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급은행(7개) 대출기간(년) 2 상품요건 용도 운영·시설 상환방법 일시상환 대출한도(만원) 6000 총대출기간(년) 2(거치2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울산광역시 북구 소상공인 경영안정자금을 추천받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 취급은행(7개) 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 0.9% (2년간 보증료 일괄징수)(비율 100%) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 자금소진시까지 목록,
대출상품 조회,울산광역시 울주군 소상공인 경영안정자금,기본정보 금융상품명 울산광역시 울주군 소상공인 경영안정자금 금리(%) - 최대한도(만원) 6000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급은행(7개) 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 - 대출한도(만원) 6000 총대출기간(년) 5 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울산광역시 울주군 소상공인 경영안정자금을 추천받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 취급은행(7개) 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 0.9% (2~4년간 보증료 일괄징수)(비율 100%) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 자금소진시까지 목록,
대출상품 조회,울산광역시 소상공인 경영안정자금,기본정보 금융상품명 울산광역시 소상공인 경영안정자금 금리(%) - 최대한도(만원) 8000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급은행(7개) 대출기간(년) 4 상품요건 용도 운영·시설 상환방법 - 대출한도(만원) 8000 총대출기간(년) 4 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울산광역시 소상공인 경영안정자금을 추천받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 취급은행(7개) 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 0.9% (2~4년간 보증료 일괄징수)(비율 100%) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 자금소진시까지 목록,
대출상품 조회,스마트 혁신성장 소상공인 지원 특례보증,"기본정보 금융상품명 스마트 혁신성장 소상공인 지원 특례보증 금리(%) 은행별 상이 최대한도(만원) 보증한도 산정방법에 따라 상이 상품정보 대상 소기업, 소상공인 용도 운전자금 취급기관 농협은행, 신한은행, 우리은행, 하나은행, 기업은행, 국민은행, SC제일은행, 대구은행, 부산은행, 광주은행, 제주은행, 전북은행, 경남은행 대출기간(년) ~5년 상품요건 용도 운전자금 상환방법 - 일시상환(1년, 최대 5년까지 1년 단위 기한연장 가능)- 분할상환(5년, 1년 거치 4년 분할상환, 월단위 원금균등분할상환) 대출한도(만원) 보증한도 산정방법에 따라 상이(협약금리) 총대출기간(년) ~5년(상환0/거치5) 금리(%)(금리구분) 은행별 상이(협약금리) 지원대상요건 대상 소기업, 소상공인 지원대상 상세조건 (track1 : 스마트 ) 사업자등록 후 가동(영업)중이며, 대표자 개인신용평점이 710점 이상인 소기업？소상공인으로서 다음 중 어느 하나에 해당되는 기업① 스마트 기술*을 이용하거나 보유 중인 기업 * 스마트오더,사이니지·키오스크,AI/IOT 등② 전자상거래업 영위기업(track2: 혁신성장) 사업자등록 후 가동(영업)중이며, 대표자 개인신용평점이 710점 이상인 소기업？소상공인으로서 다음 중 어느 하나에 해당되는 기업 ① 지식서비스산업 영위 사업자 ② 고용 유지 또는 창출 사업자 소득기준 없음 신용조건 개인신용평점이 710점 이상 연령대 없음 서비스제공지역 전국 특이사항 - 기타 상품정보 제공기관/취급기관 신용보증재단중앙회 / 농협은행, 신한은행, 우리은행, 하나은행, 기업은행, 국민은행, SC제일은행, 대구은행, 부산은행, 광주은행, 제주은행, 전북은행, 경남은행 문의처 1588-7365 신청(가입)방법 전국신용보증재단 및취급기관(은행) 신청 중도상환수수료 - 대출부대비용 0.8%이내(보증료) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.koreg.or.kr 운영기한 한도 소진시까지 목록",
대출상품 조회,전라남도 소상공인 창업자금,"기본정보 금융상품명 전라남도 소상공인 창업자금 금리(%) 3.5 최대한도(만원) 10000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급기관(10개) 대출기간(년) 2 상품요건 용도 운영·시설 상환방법 만기일시상환 대출한도(만원) 10000(변동금리) 총대출기간(년) 2(상환0/거치2) 금리(%)(금리구분) 3.5(변동금리) 지원대상요건 대상 소상공인 지원대상 상세조건 전라남도 소재 창업 2년 미만의 소상공인- 업력 5년 미만의 업체로 최근 2년 이내 전남신용보증재단, 전남창조경제혁신센터, 소상공인시장진흥공단에서 창업 또는 경영개선 관련 교육(컨설팅 포함) 이수 사업자 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 전남 특이사항 - 기타 상품정보 제공기관/취급기관 전남신용보증재단 / 취급기관(10개) 문의처 전남신용보증재단 061-729-0600 신청(가입)방법 전남신용보증재단 각 지점 방문 중도상환수수료 - 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.jnsinbo.or.kr 운영기한 자금 소진시까지 목록",
대출상품 조회,BNK부산은행 특별출연 울산광역시 소기업 소상공인 금유,"기본정보 금융상품명 BNK부산은행 특별출연 울산광역시 소기업 소상공인 금유지원 협약보증 금리(%) - 최대한도(만원) 10000 상품정보 대상 사업자, 소상공인 용도 운영·시설 취급기관 BNK부산은행 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 - 대출한도(만원) 10000 총대출기간(년) 5 금리(%)(금리구분) - 지원대상요건 대상 사업자, 소상공인 지원대상 상세조건 울산지역 소기업 및 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / BNK부산은행 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관문의 중도상환수수료 - 대출부대비용 보증료율 1% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율 100% 전액보증 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 상시 목록",
대출상품 조회,우리은행 특별출연 울산광역시 소상공인 등 금융지원 및,"기본정보 금융상품명 우리은행 특별출연 울산광역시 소상공인 등 금융지원 및 동반성장을 위한 협약보증 금리(%) - 최대한도(만원) 10000 상품정보 대상 사업자, 소상공인 용도 운영·시설 취급기관 우리은행 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 - 대출한도(만원) 10000 총대출기간(년) 5 금리(%)(금리구분) - 지원대상요건 대상 사업자, 소상공인 지원대상 상세조건 울산지역 소기업 및 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 우리은행 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 1% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율- 50백만원 이하 전액보증- 50백원 초과 : 90% 보증 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 상시 목록",
대출상품 조회,신한은행 특별출연 소기업 소상공인 따뜻한 금융지원 협약,"기본정보 금융상품명 신한은행 특별출연 소기업 소상공인 따뜻한 금융지원 협약보증 금리(%) - 최대한도(만원) 5000 상품정보 대상 사업자, 소상공인 용도 운영·시설 취급기관 신한은행 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 - 대출한도(만원) 5000 총대출기간(년) 5 금리(%)(금리구분) - 지원대상요건 대상 사업자, 소상공인 지원대상 상세조건 울산지역 소기업 및 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 신한은행 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 1% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율- 6천만원 이하 전액보증- 6천만원 초과 : 90% 보증 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 상시 목록",
대출상품 조회,"경기도 중소기업 육성자금(소상공인 지원_점포임차자금,","기본정보 금융상품명 경기도 중소기업 육성자금(소상공인 지원_점포임차자금, 경영개선, (재)창업 등) 금리(%) 은행별 상이 최대한도(만원) 15000 상품정보 대상 사업자, 소상공인 용도 운영·시설 취급기관 협약체결은행 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 분할상환 대출한도(만원) 15000 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) 은행별 상이 지원대상요건 대상 사업자, 소상공인 지원대상 상세조건 -점포임차보증금자금 : 소상공인으로서 도가 지정하는 교육기관에서 창업경영교육을 12시간 이상 이수한 자 또는 경기도 소상공인 컨설팅 2일 이상 이수한 자-창업자금 : 사업자등록 6개월 이내인 소상공인으로서 도가 지정하는 교육기관에서 창업경영교육을 12시간 이상 이수한 자 또는 경기도 소상공인 컨설팅 2일 이상 이수한 자-경영개선자금 : 사업자등록 6개월 경과한 소상공인으로서 도가 지정하는 교육기관에서 창업경영교육을 12시간 이상 이수한 자 또는 경기도 소상공인 컨설팅 2일 이상 이수한 자-재창업자금 : 경기도 소상공인 재창업지원사업을 수료한 자-대환자금 : 기존 소상공인지원자금(소상공인대환자금, 점포임차보증금자금 제외)과 그 외 일반대출을 이용 중인 도내 소상공인-e커머스 피해기업자금 : 티몬, 위메프 등에 입점하여 신청일 기준 해당 플랫폼의 판매대금 중 미정산내역을 보유한 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 경기 특이사항 - 기타 상품정보 제공기관/취급기관 경기신용보증재단 / 협약체결은행 문의처 경기신용보증재단 각 영업점 1577-5900경기도시장상권진흥원 1600-8001경기도 지역금융과 031-8030-4723, 4724 신청(가입)방법 경기신용보증재단 각 영업점 중도상환수수료 - 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.gcgf.or.kr 운영기한 자금소진시까지 목록",
